,0,1,2,3
9350,75812,"[8969, 3245, 7259, 10336, 13948, 12524, 11331, 16627, 5970, 14657, 16212, 13271, 15845, 11745, 16201, 17197, 18939, 19629, 18222, 19983, 20011, 15098, 20751, 13305, 20057]",19871,1
9351,158262,"[17098, 9384, 31327, 14522, 25965]",42923,1
9352,145455,"[12695, 27827]",37371,1
9353,157561,"[8951, 16972, 25901, 39693]",38378,1
9354,153464,"[13805, 27645, 27642, 17768, 25022, 39349]",50861,0
9355,22130,"[14764, 50922, 49455, 44904, 46413, 46546]",8420,0
9356,71202,"[23545, 12361]",34492,1
9357,168796,"[9944, 12512, 8919, 4011]",9037,1
9358,109327,"[6199, 1328, 1557, 8393, 24321, 8325, 10665, 24808, 8586]",37124,1
9359,89412,"[13118, 30568]",4759,1
9360,33605,"[23805, 5779, 22389, 31958, 37199]",3410,0
9361,69521,"[17770, 21767, 18214]",21790,0
9362,73952,[43678],51606,1
9363,44769,"[46172, 46532, 34271, 44213, 45445]",54243,0
9364,117082,"[38354, 36382, 21116, 32497, 26238, 38819, 40293, 55423, 41531, 15215, 26125, 13099, 23492, 41994, 50861, 51416, 25314, 49800, 54188, 50611, 20975, 21671, 26939, 37523, 40646, 47869, 14445, 6951, 30226]",41585,0
9365,72001,[9240],38428,1
9366,78332,"[23585, 28798]",39966,0
9367,31638,"[7203, 13913, 14967, 15170, 22744]",20783,1
9368,42300,"[34205, 42868, 30739, 34204, 25729, 52001]",24284,0
9369,47230,[21324],8920,0
9370,34247,"[5328, 5775, 7055, 6957, 8037, 8239, 4230, 13270, 11443, 12197, 17460, 8392, 11574, 21025, 17894, 21373, 13773, 24108, 20975, 24494, 384, 22330, 25864, 27626, 26503, 31569, 25109, 29735, 28124, 32728, 23969, 32300, 29244, 27311, 34975, 35654, 40310, 42386, 29247, 43960, 47539, 40304, 49832, 7069, 50461, 50149, 48216, 52613]",31987,0
9371,118833,"[33285, 35524]",38022,1
9372,118396,"[6672, 15329, 29313]",6452,1
9373,119763,"[55422, 21439, 26539, 42363, 60347, 51706]",33535,1
9374,122653,"[58596, 33777, 40795, 45823]",56179,0
9375,78525,"[596, 160, 57969, 29448, 52887, 29177, 35269, 1289]",14134,0
9376,171644,[31090],5456,0
9377,10194,"[20979, 31921, 39993, 4363]",35589,0
9378,121406,"[15103, 33688, 28949, 35162]",31935,1
9379,137525,"[6, 52727, 52178, 49850, 51345]",52039,1
9380,171010,"[37224, 8888]",18295,1
9381,95972,"[45343, 23457]",31095,0
9382,161289,"[287, 3082, 3350, 5203, 651, 9948]",23018,1
9383,77451,"[6845, 8189]",46899,1
9384,143383,[53234],4679,1
9385,162801,"[11086, 10718, 21469, 24707, 23825]",33936,0
9386,115051,"[31653, 33546, 34724]",16620,1
9387,125471,"[8726, 23611, 6970, 10379, 18205, 20118, 15892, 17569, 3402, 20645, 43704, 39348, 17636, 42671]",38387,1
9388,49777,"[12572, 15196, 26753, 31084, 1318, 5087, 6706, 8585, 34367, 40557, 42045]",18638,0
9389,20294,[5528],45058,0
9390,125263,"[43340, 33719, 40402, 45036, 48978, 11157]",13632,1
9391,125659,[20922],17145,1
9392,10143,"[7501, 12287, 21127, 28142, 11552, 29247, 32627]",6610,1
9393,47041,"[9984, 30584, 24301, 36995]",62154,1
9394,77946,"[16273, 15306, 6912]",24957,1
9395,86441,"[47842, 38083, 54422]",22925,0
9396,93402,[11748],37326,1
9397,11880,"[40126, 33454, 17240, 44254]",45343,1
9398,185945,"[15026, 18499, 18929, 596, 10020, 23096, 10739, 25255, 48390, 49348]",13691,0
9399,110926,"[5835, 20683, 4763, 24290, 40491, 25259, 7401, 48545]",32076,1
9400,187116,[7694],25806,1
9401,105130,"[130, 10805, 16774]",18444,1
9402,138258,"[16886, 40111]",25483,0
9403,89711,[6931],15406,1
9404,4076,"[28454, 37883]",38368,1
9405,166645,"[32965, 18300]",43133,0
9406,112812,"[28302, 16190, 26636]",37916,0
9407,113910,"[282, 1604, 1578, 3604, 1603, 2069, 1720, 2278, 5126, 10566, 15258, 24101, 30997, 30239, 16023, 9508]",7137,0
9408,33088,"[31720, 48191, 35847, 42458]",21440,1
9409,151426,"[28064, 33830, 43602, 32742, 55422]",55814,1
9410,787,[4217],13234,1
9411,52046,"[9485, 13246, 13541, 14948, 15290, 20029, 20212]",22116,1
9412,77874,"[17218, 31796, 46850, 15712, 47124, 39028, 46407]",30174,0
9413,140261,"[30443, 37464, 52295, 46526, 54615, 57249]",25778,0
9414,42251,[2014],39433,1
9415,12287,"[55698, 28572, 42866, 48429]",518,0
9416,69077,"[17068, 18824, 26460]",37311,0
9417,55786,"[10714, 51238, 50662]",51120,1
9418,53785,"[2088, 2089, 4929, 6616, 12407]",19417,1
9419,175955,"[21541, 37015, 13536]",58172,0
9420,30364,"[20376, 5396, 198, 2172, 17284, 32483, 41421, 20793, 20840, 13361, 20253, 28830, 30195, 31828, 38796, 56192]",3163,1
9421,140742,"[24021, 6611, 15203, 33229, 36031, 24235]",36803,1
9422,183610,"[14603, 18235, 23876, 12781, 23492, 45180, 25667, 29558, 44317, 34506]",44326,0
9423,178644,"[12059, 1276, 23133, 33106, 12773, 41171, 12451, 38015, 39333, 51036, 4286]",27641,1
9424,180560,"[1221, 11054, 15766, 5478, 32963, 39209, 41354, 30489, 27775, 16549, 30289, 13926, 24374, 24322]",33164,0
9425,42253,"[20972, 29279, 25005, 42825, 43835, 51366, 28767]",54774,1
9426,172719,"[20980, 26171, 32494]",8562,0
9427,15820,"[40123, 10634]",24338,1
9428,172927,"[16800, 5556, 3009, 14572, 13051, 20434, 21785, 23027, 22109, 23587, 22361, 23355, 21034, 24108, 23789, 25109]",3026,0
9429,104335,"[20087, 25848, 35962, 8675, 42484, 36315, 6844]",41407,1
9430,111762,"[3181, 26171, 31684, 42334, 20982]",37062,1
9431,15494,"[13806, 12198, 23969]",18061,1
9432,152771,"[10476, 14398, 11601, 10913, 34976, 49917]",52090,0
9433,99193,"[50899, 46627, 30422, 31302, 32121]",53900,0
9434,179393,"[47358, 41731, 30128, 57713]",59864,1
9435,10918,"[1365, 14732, 18063, 7954, 21932, 26815, 12821, 31044, 32203, 30379, 4537, 37161, 37656, 41555, 39541, 42842, 46369, 38920, 49752, 38760, 46174, 18201, 49467, 50186, 53666, 47500, 53649, 50050, 52363, 53184, 37113, 57298, 9828, 51498, 56611, 56066, 58351, 25295]",57836,1
9436,158391,"[356, 25619, 31659, 51673]",47684,0
9437,156689,"[11351, 5250, 3113, 16696]",13148,1
9438,117922,"[49248, 29907, 52144, 54622, 11809]",50508,1
9439,190750,"[18291, 24220, 27626, 25109, 7784, 32228, 34962, 34963, 35161, 36759, 40947, 42763, 43829, 42429]",48153,1
9440,163939,"[10932, 21911, 23355, 668, 26598, 27693, 27329, 3149, 4148, 7906, 9293, 10083, 25848, 18201, 14051, 16508, 25026, 20835, 22172, 19141, 20548, 23522, 8663, 1024, 25992, 30908, 16779, 28040, 10581, 7658, 40718, 9978]",54611,0
9441,86208,"[13908, 44740, 46047, 54353, 17578, 26013]",36364,0
9442,118703,"[4109, 16363, 25797, 1665, 9427, 12254, 18487, 39402, 24158, 28761, 8477, 31468, 46186, 39862]",24927,0
9443,93452,"[43846, 38670, 42334, 46466, 49733, 32762, 36523, 52545, 41586, 12617, 596, 2576, 30301, 57815]",52977,0
9444,102257,"[33106, 41780, 52616]",19440,1
9445,1153,[40580],26631,1
9446,43795,[17319],53562,1
9447,27545,[47748],23899,0
9448,38328,"[19631, 19731, 32507, 533, 1312]",18758,1
9449,156570,"[11570, 15866, 18968]",11003,1
9450,98097,[4608],28879,0
9451,51741,"[40019, 36639, 30145, 33906, 36065, 38635]",26727,0
9452,101409,"[14505, 50892]",7235,0
9453,176531,"[8086, 18660, 12712, 13596, 24681, 25650, 21546]",32076,1
9454,124007,"[11884, 26294, 25349]",36596,0
9455,151085,[30577],13594,0
9456,142709,"[30261, 54728, 31987]",53717,0
9457,171997,"[33472, 41898, 11948, 29011, 40169, 3167, 26984, 28307, 41427, 32353, 10634, 24609, 29702, 27124, 9017, 30373, 51559, 49156, 20439, 45888, 56681, 21658]",41786,1
9458,40998,"[2398, 26573, 13236]",31387,0
9459,66968,[18660],17076,0
9460,20925,"[24492, 28486, 23542, 12254, 53305, 50834, 46186, 2689, 29245, 33492, 39993]",39793,0
9461,95126,[8551],57110,0
9462,160171,"[16683, 16809, 21433, 23688, 56171]",4595,0
9463,138808,"[5313, 3747, 8264, 7792, 27315, 24538, 46518]",10021,0
9464,7176,"[23201, 19287]",31160,1
9465,133531,"[2088, 10157, 20126]",17653,1
9466,67528,"[36054, 19366, 51476, 2111]",14504,0
9467,104565,"[45900, 26314, 46782]",48864,1
9468,25241,"[5690, 6135, 3740, 4982]",29185,0
9469,105600,[17701],24667,1
9470,165825,"[15843, 33445]",38170,0
9471,67423,"[18375, 19147]",30443,1
9472,35300,"[19796, 8316, 4951, 30002, 42617, 48390, 46508, 54171, 4050, 10099, 22881, 24773, 56280]",38708,0
9473,117562,"[19050, 9623, 22863, 23534, 11318, 16779, 20898, 13590, 53152, 35691, 28953, 130, 16003, 29299, 30347, 31883, 39299]",40374,1
9474,168156,"[1444, 2211, 1445, 7179, 6823, 8145, 2959, 7784]",6163,1
9475,126482,"[14736, 2125, 29888, 1492, 7754, 20978]",29245,1
9476,185895,"[22801, 25891, 37549, 41558, 19557, 39325, 29669, 53020, 50398, 32554]",42985,1
9477,160408,"[37172, 46782, 31945, 37903, 36491, 596, 6917, 12556, 17153]",18612,1
9478,60027,"[14003, 7753, 16371, 31567, 45457]",11700,0
9479,136323,"[29117, 7759]",31640,1
9480,57926,[28825],596,1
9481,182222,[29247],775,0
9482,77768,"[15233, 23877, 20835, 46271, 54188]",33717,1
9483,14771,"[1650, 3181, 12617, 14694, 16376]",59382,0
9484,68228,"[20894, 38250, 40567, 41039, 15260]",12476,0
9485,135640,"[20194, 42103, 51048]",62093,1
9486,170647,"[10015, 13816, 12579]",17542,1
9487,114214,[42842],21625,1
9488,122149,[29206],15815,1
9489,49848,"[4372, 7492, 4937, 15786, 50497, 57492, 18414, 45235, 45393, 58696, 59147]",59588,1
9490,152520,[19851],34760,1
9491,176851,"[3992, 25396, 18535, 29367]",39755,1
9492,64381,"[7414, 1396, 31697]",39107,0
9493,63294,"[12586, 12864, 13386]",4849,0
9494,27813,"[4961, 12387, 20438, 20975, 28727, 29244, 29247, 32013, 37643, 39072, 45235, 48074, 51416]",52030,1
9495,82358,[26102],36849,1
9496,63945,"[23758, 46272, 56724]",29124,0
9497,89541,"[4763, 18547, 4759, 11762, 28253, 42058, 39718]",38011,1
9498,66964,"[4122, 9822, 4763, 6397, 8823, 48523, 20195, 25796, 51815, 29583, 16085, 23440]",34882,1
9499,88889,"[13725, 52334]",26098,1
9500,92196,"[34497, 54030]",58682,1
9501,11105,"[6836, 27162, 5357, 30568, 56086, 59864]",56688,0
9502,85888,[29272],43397,0
9503,182927,"[34185, 7958, 35571, 43220, 41878, 54915]",58757,0
9504,80120,"[1604, 2095, 991, 3420, 9961, 12925]",9466,1
9505,181993,"[810, 7290, 6103, 16937, 4540]",37340,0
9506,158722,"[33431, 57610, 4136]",31892,1
9507,126532,"[7096, 34018]",7406,0
9508,547,"[13502, 11500, 8519, 19911, 21837, 20219, 19055, 20634, 21466, 21464, 23484, 23337, 25345, 17704, 13738, 25109, 26171, 30010, 28445, 31091, 27964, 35064, 35761, 28455, 33712, 25796, 41593, 42260, 40834, 31927, 40561, 39313, 13701, 41721, 47388, 50502, 28886, 45182, 47423, 35046, 44564, 56079, 49631, 54367, 56948, 56386, 54191, 54717, 54715, 58670, 55494, 57140, 60294, 46790, 61107, 58886, 60741, 62661]",62839,1
9509,104917,"[28534, 11212, 28949, 19202, 19824, 39766, 10739, 32372, 32964, 34054, 5381, 33507]",51521,0
9510,74916,"[39904, 35241, 3037, 13443]",30166,1
9511,57985,"[31596, 32554, 35477, 35925]",18111,1
9512,89051,"[12617, 34098, 39286, 12957, 13258, 34271, 11318, 11981, 12053, 21359, 4410, 24769, 36780, 34270, 43846, 26607]",13229,1
9513,112752,[12726],53035,0
9514,187121,"[179, 11246, 20685, 27938, 32692, 842, 13429, 22071, 30008, 30221, 31953, 6845, 30676, 40661, 1312, 22520, 52871, 32261, 49689, 18455, 17319, 47665, 17415, 32935, 56811, 46407, 24343, 28064, 30929, 48642, 33482, 25105, 59967, 33485, 11892, 47668, 49754, 56013, 60258, 41560, 1391, 60159, 53521, 44904, 61938, 40444, 46960, 57020, 53562, 61208, 52585, 1398, 4498, 11318]",32602,0
9515,52101,"[37643, 52982, 30610, 49573, 4384, 6482]",10597,0
9516,109376,"[3650, 12059, 24145]",16558,1
9517,60533,"[20108, 56537, 51956]",57591,1
9518,115204,"[35892, 47439, 47706, 48722]",8207,0
9519,182747,"[26980, 39487, 22268, 24301]",17017,1
9520,65422,"[7299, 8339, 12929, 14985, 16297, 24589, 29227, 16273, 16083, 30960]",56492,0
9521,188099,"[18568, 60280, 47349]",6961,0
9522,138403,"[28396, 443, 27817]",21781,0
9523,86207,"[84, 28613, 56723, 12144, 16776, 25423, 32991, 35418, 44090, 45486, 46664, 538, 3155, 4782, 7463, 13222, 15618, 23825, 25481, 30442]",53869,0
9524,136919,"[29003, 36745, 38277, 21889, 51018, 45311, 20529, 557, 44111, 45678, 50611]",1582,1
9525,10155,[16776],19633,1
9526,156692,"[20248, 44486]",6487,0
9527,96636,"[7932, 4418, 29936, 33935, 33072]",31015,1
9528,70507,"[40252, 12444, 27898, 30164, 31007]",13135,0
9529,6369,"[13632, 22470, 40308, 43578, 4150, 36907, 45343, 41183, 14413, 31874, 40087, 41133, 42390, 52143, 10739, 12742, 32556, 33782, 36140, 42664, 4857, 10099, 40312, 45323]",45667,1
9530,150571,"[3820, 1977, 24546]",29558,1
9531,39071,"[28697, 25870, 28555, 10274, 10380]",15038,1
9532,102738,[45343],18434,0
9533,119717,[10475],45555,1
9534,158545,"[15102, 46237, 5903]",41586,1
9535,94074,"[4763, 10622]",15998,1
9536,65983,"[18928, 23607]",14856,0
9537,14089,"[960, 2264, 11379]",11083,1
9538,97125,"[17746, 19291, 36905, 33782, 37704, 47935, 50577, 43998, 45290]",34560,1
9539,46192,"[6406, 7265]",2374,0
9540,125790,"[639, 52920]",32556,1
9541,119805,"[596, 1289, 6201, 21433, 28604, 39993, 42665, 43562, 5104]",25965,1
9542,127764,"[29471, 26238, 36065, 4337, 9266, 16751, 17908, 21810, 22439, 28813, 31389]",32626,1
9543,182770,"[341, 8951, 9365, 10527, 9688, 15116, 912, 13758, 15230, 24907, 19096, 24293, 9837, 24880, 9591, 25727, 32965, 33524, 37420, 38258, 12156, 36402, 39163, 27419, 30303, 36314, 39299, 10658, 33283, 2643, 3618, 3643, 8435]",20806,0
9544,127671,"[5430, 177, 410, 1272, 1130]",28448,1
9545,155417,"[5427, 987, 10893]",33781,0
9546,103267,"[14236, 14043, 13763, 16305, 17434, 20384, 20312, 20806, 13028]",8042,0
9547,187269,"[40172, 35826, 31719, 27046, 34919, 43147, 35603, 41162, 38473, 37887, 46322, 34155, 36934, 35216, 48545, 41122, 46622, 48743, 39072, 40727, 35439, 43413, 22728, 53260, 55691, 37306, 49156, 2132, 55956, 48544, 56245, 42410]",55766,1
9548,13446,"[35028, 33089, 10280]",26815,1
9549,119948,"[15171, 21141, 10954, 7733, 32614, 39551, 43475, 13773, 41867, 3270, 20975, 29247, 46558, 31388, 41357, 38115, 3785, 4581, 19997]",36837,1
9550,1238,"[24771, 36837, 29907, 27927, 37463, 37637, 40596, 23587, 53982, 25796, 41716, 14505, 36807, 47017, 48532, 54188, 55934, 57249, 29247, 52001, 54255, 19993, 33100, 53172]",26827,0
9551,184086,"[8328, 14947, 12998, 15667, 20332, 23997, 25928, 42564]",49969,1
9552,2784,"[583, 42951]",22903,0
9553,39181,[34587],22655,1
9554,176783,"[20979, 39767, 20801]",16913,1
9555,170270,"[5033, 5863, 10616, 8301, 2432, 896, 6103, 13691, 8879, 2171, 9847, 12391, 16355, 16560, 18291, 18544, 20000, 20266, 20376, 15094, 15914, 17395, 42388, 42821, 43851, 53199, 53016, 53782]",48835,0
9556,111809,"[365, 13654, 42737, 596, 30191, 9848]",1891,1
9557,87110,"[45687, 21433, 28692, 39512]",13699,0
9558,127104,"[1492, 8427, 1174]",38424,0
9559,159976,[13569],14592,1
9560,169625,"[3247, 20285]",34266,0
9561,180658,[16776],39348,0
9562,84328,"[21308, 24222]",50945,1
9563,100341,"[27341, 38993, 44592, 23761, 23585, 35121]",57815,1
9564,183818,"[6512, 14799, 34722, 41053, 41578, 43824, 47439, 49682]",43317,0
9565,138903,"[14880, 25523, 26502, 30577, 12369, 27313]",57001,1
9566,172604,"[28524, 20701, 16776, 49013, 51307, 52196, 27543, 57111, 51416, 50847, 56135, 58371]",57825,1
9567,62695,"[15427, 8380, 5828, 13626, 16132, 27657]",16426,0
9568,81181,"[18176, 18873, 9276, 2855, 36644]",41793,1
9569,55624,"[44334, 52565, 54245]",46749,0
9570,56285,"[26377, 30330, 47346, 9845, 17964, 54896]",46881,0
9571,69662,[25019],7402,0
9572,133869,"[28615, 5828]",43873,1
9573,48220,"[11198, 28533, 42536, 61298, 51349, 62039, 14446, 30462, 37465, 41552, 24181, 32275]",49273,0
9574,94992,[10337],49753,1
9575,48939,"[23997, 28969, 29140, 32136, 40214, 18943, 26879, 23345]",9212,0
9576,13960,"[8101, 15572, 31084]",42991,1
9577,75560,[28914],41229,0
9578,48848,"[9929, 28216, 19321, 48695, 29448, 38967]",14769,0
9579,187381,[20233],26052,0
9580,113728,"[3186, 6940, 3629, 11996, 12802, 13503, 2503, 16082, 17322, 13430, 13429, 18515, 14247, 17105, 18377, 17783, 21264, 20690, 23337, 15189, 7699, 22056, 3563, 18265, 7552, 24368, 9153, 24610, 13431, 25055, 21986, 858, 22337, 25113, 22168, 13083, 3163, 2806, 20513, 15188, 26749, 27229, 2860, 27119, 16235, 24282, 28040, 26733, 12400, 20403, 29700, 28441, 29422, 28523, 32484]",32486,1
9581,47280,[26287],55768,1
9582,135025,"[5565, 17136, 2015, 35720, 44109]",17738,0
9583,129117,"[15267, 32410, 55126, 46042, 51517, 56652, 57746, 59972]",51713,0
9584,83334,[9521],14039,1
9585,26801,"[20218, 24735]",5947,0
9586,121270,"[10962, 27981]",40196,0
9587,190214,"[12036, 22502]",32245,0
9588,122757,"[339, 506, 50634, 47869, 57611, 58221, 37463]",2281,0
9589,188705,[18899],12410,1
9590,48085,"[33919, 37683, 32800]",26972,0
9591,145633,"[1492, 8775]",13000,1
9592,73295,"[742, 4622, 12586, 17842, 5019, 5072, 15962, 16641, 5996, 19294, 19767, 28012, 24716, 22595, 27749, 19947, 22183, 17731, 27010, 32438, 35408, 36290, 35661, 28836, 36487, 33666, 37310, 32434, 36395, 32168, 35224, 4995, 26300, 27313, 31160, 53342, 25320, 33737, 26607, 32217, 36780, 38915, 37162, 31659, 31375, 13677, 31843, 42099, 37165, 40198, 36901, 42400, 40063, 16223, 31384, 36547, 46224, 31576, 45569, 45665, 49831, 47298, 51634, 45550, 52975, 49754, 34965, 25449, 6635, 49758, 50398, 57343, 27062, 38356, 16900, 46973, 47306, 8411]",61276,1
9593,140875,"[2819, 3504, 6201, 18183, 23654, 49831, 59374]",61045,1
9594,180537,"[5712, 25965]",42155,1
9595,179778,"[8148, 8446, 8686, 11370, 10408, 18320, 18201, 23585, 13175, 34754, 34515, 34223, 51772]",751,0
9596,152555,"[10544, 47338, 38302, 49053]",4364,0
9597,122958,"[10954, 8266, 174, 9574, 9593, 11649, 14408, 13927, 18201, 18721, 18649, 14344, 18137, 11907, 15076, 16935, 17059, 15036, 18240, 8630, 13176, 13712, 15993, 19763, 16839, 19894, 18028, 9388, 5882, 8442, 16618, 2472, 15300, 16430, 21375, 21376, 21544, 18193, 7333, 14988, 21108, 21200, 12581, 21782, 10841, 10378, 16432, 4084, 17850, 20938, 20940, 21085, 23354, 19523, 21084, 32315, 24603, 24637, 20767, 5683, 10128, 3964, 21324, 29820, 22914, 9155, 1337, 1492, 2073, 28580, 30605, 26978, 10302, 32299, 29758, 3048, 31229, 27268, 29341, 19209, 30805, 24494, 1736, 32229, 23382, 13557, 30788, 8491, 30352, 1070, 35895, 2593, 25960, 28522, 31024, 31026, 27524, 14090, 15294, 29701, 37065, 14086, 28761, 31367, 34809]",15648,0
9598,92836,"[6845, 18276, 19326, 35131, 25871, 32565, 43903, 49107, 51673]",38859,0
9599,122060,[48924],37043,0
9600,41719,"[3696, 8371]",11334,1
9601,103261,"[13100, 22081, 21737, 3618, 25714, 24614, 6892]",40145,0
9602,70091,"[17051, 890, 14045, 58290]",38141,1
9603,188080,"[18295, 37086, 54781, 45787]",34222,1
9604,164770,[17194],9468,0
9605,44002,"[10637, 23587, 34911, 7569, 41193, 57249]",1820,0
9606,123687,"[10739, 11435, 18217]",18883,0
9607,180145,[2404],9984,1
9608,99922,"[14772, 21334]",28311,1
9609,80009,"[3130, 6814, 596, 11167, 15845]",6845,1
9610,21814,"[17748, 39593, 38028]",38998,1
9611,125499,[4065],23258,0
9612,83847,[56796],58160,1
9613,154704,"[4952, 10134, 8060, 5572, 13742, 19260, 9837]",34083,0
9614,81400,"[24036, 33687, 37563, 39274, 46536, 12067, 12388, 16776, 21935, 33686, 41926, 6537, 40403, 11930]",6724,0
9615,76521,"[17779, 5446, 21986]",21440,0
9616,100192,"[27686, 28240, 27135, 28023, 17188, 19633, 27433, 28405, 4438, 30361, 30537, 56681, 49156, 33113, 53599, 4609, 48743, 46598, 23499, 54809, 20980, 53503, 54486, 36155, 59707, 3739, 43927]",25796,1
9617,125318,"[57243, 20282, 59864]",43638,1
9618,26762,"[5776, 10400, 11872, 12591, 29602, 30539, 32228, 33955, 13853, 18076, 33898, 37139, 35927, 29444, 46072, 49210, 37079, 52796, 6949, 44750, 52222, 21643, 15856, 11794, 16270]",52219,1
9619,59341,"[13870, 36499]",37917,1
9620,48386,[41381],24608,1
9621,128159,"[17116, 4798, 14114, 23257, 7267, 2073, 37540, 11576, 36748, 42842, 34515, 43732, 46898, 46068]",48009,0
9622,111031,"[15347, 17224, 15498, 15786, 27125, 21439]",25324,1
9623,77049,"[48146, 17080, 28348, 54743]",47920,1
9624,95925,"[10611, 10854, 8319, 14943, 18915, 32936, 29236, 41557, 42187]",6639,0
9625,184761,[9062],47174,0
9626,188413,"[2896, 34374, 11238, 19680]",28589,1
9627,4229,"[24711, 10641]",43801,0
9628,42290,"[12917, 11737, 40879, 10811, 21531, 38302, 51556, 48967, 1086]",56132,0
9629,112667,"[18244, 18668, 17883, 15680, 14237, 25727]",42829,1
9630,14112,"[4608, 7954, 8666]",18940,0
9631,165116,[13486],9841,1
9632,85837,"[21235, 10213]",18805,1
9633,39598,"[20496, 11946, 21321, 50329]",35603,1
9634,118290,"[23125, 9728, 38354, 35685]",56525,0
9635,68420,"[55260, 43447, 53716, 54270]",60303,1
9636,14794,"[12506, 29247, 43559]",20497,0
9637,100668,"[12401, 13894]",18452,1
9638,59851,[13716],10325,1
9639,190285,[418],22653,0
9640,43311,"[27124, 32527, 43525, 13350, 57392, 653, 2180, 7754]",9035,1
9641,61072,"[2927, 7198, 5956, 10335, 10286, 18394, 2276, 24273, 19725, 22359, 29791, 32379]",39154,1
9642,41970,"[13000, 15646, 18578, 7492, 17339, 22544]",209,0
9643,171713,"[32076, 59362, 59385]",3080,0
9644,94694,"[1221, 27031, 20551, 26238]",50786,0
9645,13933,"[31677, 41407]",46720,0
9646,55594,[4107],52193,0
9647,86635,[40269],27302,0
9648,179381,[9948],29603,0
9649,94004,"[27938, 32049]",30585,1
9650,94072,[25828],39896,1
9651,61300,"[3421, 17089, 17713, 21626]",7639,0
9652,120407,"[7497, 11675, 23585, 29970, 31578]",37760,1
9653,175262,"[12918, 16948, 27503]",30125,1
9654,160618,"[8239, 10437, 9465, 6133, 14967, 14729, 14313]",15368,0
9655,2827,[8624],10322,1
9656,88199,"[18577, 2885, 13416, 37466]",5438,0
9657,126297,"[3297, 8238, 17460, 41725, 18377, 15045, 17407, 19449]",22855,1
9658,102377,"[28064, 47454, 53021, 55768]",56060,1
9659,154193,"[43031, 8325, 27524, 32299, 44118, 48695, 44448, 47127]",20439,1
9660,160140,"[8518, 6969, 23136, 16355]",33733,0
9661,71837,"[31231, 23197, 34793, 37871, 45888, 25314, 32965, 37350, 42432, 42878, 47439]",58883,0
9662,49270,"[5396, 20346, 30502, 40418, 29335, 32377, 9821, 10213, 13443, 17888, 25796, 33230, 9814, 34245, 23570, 42665, 26254, 11678, 23597, 5112, 30352, 32007, 14619, 45412, 39501, 34133, 13570, 27988, 43714]",10166,0
9663,34483,"[32483, 32565, 20346, 12617]",52892,0
9664,119584,"[214, 215, 5264, 5876, 4868, 5778, 1650, 5278, 2182, 5828, 5527, 2431]",8060,0
9665,200,"[48544, 59376, 20487, 25754, 33907, 13645, 35691, 37083]",58203,1
9666,19214,"[43664, 48802, 52683]",46178,1
9667,168652,"[10058, 3149]",31576,1
9668,93147,"[5391, 8643, 18196, 20775]",18982,1
9669,19675,"[32887, 28040, 194, 37962, 42386, 52539, 44501, 13900, 20978, 34463, 44420, 45465, 55422, 10805, 12940, 34123, 46227, 53172, 37963, 42002, 55110, 14764, 25870]",33407,0
9670,96904,"[14212, 22406, 11700, 45274, 45501, 51709, 4171, 51550, 57858, 45601]",25884,0
9671,115026,"[825, 513]",3558,1
9672,119826,"[21745, 34223, 49658, 54327, 35418, 55111, 1276, 6892, 25129, 32352]",41381,0
9673,106588,"[53143, 53881]",855,0
9674,164717,"[7918, 11219, 16862, 15043]",55291,0
9675,21298,"[3715, 7781, 7399, 5423, 6367, 8268, 9396, 10615, 12422, 5217, 12664, 14911, 15991, 13144, 12934, 19838, 17051, 15865, 21136, 10399, 25534, 26763, 14947, 399, 729, 2258, 4418, 18653]",14719,0
9676,168357,"[36039, 41430]",4932,0
9677,55692,"[4759, 43969, 44905]",45618,1
9678,1448,"[9504, 44123, 9498, 12023, 12850, 16377]",25990,1
9679,3948,"[23877, 31583, 37977, 49335]",49755,1
9680,76937,"[3427, 22172, 23379, 33978, 46660, 53359, 27780, 44192, 33532, 52944, 20979, 24169, 54757, 32012]",8675,1
9681,59702,"[4763, 11201, 21373, 1357, 6955, 3809, 28523, 19659, 19676, 18890, 51578, 25805]",51292,0
9682,180562,"[26502, 31831]",33956,0
9683,77537,"[40328, 48947, 58422]",59336,0
9684,139898,"[8514, 12736]",47242,0
9685,6627,"[18463, 13697, 28827, 31103, 44567]",22853,0
9686,39959,"[3660, 4317, 7393, 5554, 6276, 6222, 12422, 13199, 9569, 12672, 12875, 16276, 11050, 7689, 17104, 11773, 15196, 17261, 18410, 18622, 23628, 19874, 23419, 21296, 29529, 29574, 28440, 31848, 32299, 29930, 33524, 34962, 37167, 34278, 29083, 43135, 40267, 42431, 42430, 43831, 43834, 39136, 43090, 44548, 45575]",16670,0
9687,156410,"[5238, 12586, 8122, 1492]",35691,1
9688,87977,"[5776, 7632, 3748, 1447, 16853, 31646]",32142,0
9689,100841,"[22254, 59110, 4060, 46418, 35962]",19390,1
9690,43622,"[51907, 41899]",49754,1
9691,86668,"[23508, 14772, 16776, 29448, 36542]",20699,1
9692,88759,[13616],32556,1
9693,149684,"[5801, 2582, 19463]",15043,1
9694,89202,"[762, 43154]",8763,0
9695,32996,"[50398, 51939]",45343,1
9696,3264,[8903],5405,0
9697,176594,"[2802, 24023, 38756, 36796, 22788, 19631, 41455, 18294, 4763, 41357, 56681, 33036, 13223, 29413, 3120, 10870, 48872, 51816, 55189]",22128,0
9698,139967,"[4869, 32114]",30057,0
